,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
3313,2018,24237.0,1,18.16,1196,86.8,5.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3314,2016,22767.0,1,18.5,1197,85.8,5.0,6.14,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3315,2012,58000.0,2,15.0,1396,98.6,5.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3316,2017,57000.0,1,26.59,1248,74.0,5.0,4.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3317,2010,50161.0,1,8.77,4395,402.0,5.0,25.93,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3318,2016,45000.0,1,22.7,1598,118.0,5.0,7.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3319,2017,68319.0,1,12.55,2982,168.5,7.0,25.12,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3320,2017,30711.0,1,20.3,998,68.05,5.0,4.45,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3321,2011,38277.0,1,21.9,1396,90.0,5.0,2.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3322,2012,115000.0,2,20.54,1598,103.6,5.0,4.33,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3323,2017,46849.0,1,18.5,1197,83.14,5.0,6.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3324,2014,64000.0,1,21.9,1396,90.0,5.0,4.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3325,2010,130923.0,1,14.21,2143,203.0,5.0,12.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3326,2015,15000.0,1,18.9,1197,82.0,5.0,4.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3327,2014,32720.0,1,23.0,1396,90.0,5.0,4.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3328,2016,12500.0,1,25.17,799,53.3,5.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3329,2015,59800.0,1,16.9,1197,82.0,5.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3330,2011,54211.0,1,15.04,1598,103.6,5.0,3.33,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3331,2015,62242.0,1,14.39,1998,163.7,5.0,6.62,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3332,2015,54000.0,2,19.01,1461,108.5,5.0,5.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3333,2012,65000.0,1,22.32,1582,126.32,5.0,6.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3334,2015,55000.0,1,23.1,998,67.04,5.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3335,2010,71000.0,1,18.9,998,67.1,5.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3336,2012,70000.0,1,21.9,1396,88.8,5.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3337,2011,53000.0,1,12.3,1781,163.2,5.0,9.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3338,2013,43000.0,1,17.05,1995,184.0,5.0,17.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3339,2015,54000.0,1,14.3,1598,103.52,5.0,6.11,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3340,2014,51000.0,1,20.36,1197,78.9,5.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3341,2007,78000.0,2,10.5,2835,107.2,6.0,6.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3342,2014,25000.0,1,26.0,1498,98.6,5.0,6.15,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3343,2012,12600.0,1,20.92,998,67.1,5.0,2.4,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3344,2009,80000.0,4,17.8,1248,75.0,5.0,2.15,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3345,2016,21000.0,1,18.9,1197,82.0,5.0,3.75,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3346,2011,32000.0,2,15.6,1196,70.0,5.0,2.15,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3347,2015,50000.0,1,18.9,1197,81.86,5.0,4.75,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3348,2010,47500.0,1,15.5,1586,103.3,5.0,2.45,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3349,2017,7500.0,1,17.4,1497,117.3,5.0,11.15,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3350,2016,68163.0,1,19.6,1461,108.45,5.0,8.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3351,2014,61000.0,1,25.8,1498,98.6,5.0,4.35,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3352,2015,100000.0,2,12.99,2494,100.6,7.0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3353,2009,61500.0,2,16.07,1995,181.0,5.0,8.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3354,2017,42883.0,1,19.81,1086,68.05,5.0,4.27,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3355,2012,97000.0,2,20.45,1461,83.8,5.0,4.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3356,2010,39525.0,1,11.3,2360,170.0,5.0,9.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3357,2017,35384.0,1,24.3,1248,88.5,5.0,8.61,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3358,2010,46000.0,1,11.8,2987,261.0,7.0,28.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3359,2018,32189.0,1,23.0,1498,98.96,5.0,9.25,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3360,2016,27000.0,1,19.08,1582,126.2,5.0,8.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3361,2018,22734.0,1,16.47,1198,74.0,5.0,7.53,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3362,2014,58002.0,1,19.64,1461,108.45,5.0,5.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3363,2012,31500.0,1,16.5,1198,86.8,5.0,4.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3364,2017,30933.0,1,18.16,1196,86.8,5.0,5.84,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3365,2012,27090.0,1,18.53,1968,187.74,5.0,16.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3366,2015,29500.0,1,15.97,2993,258.0,7.0,43.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3367,2013,45000.0,1,20.36,1197,78.9,5.0,3.55,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3368,2018,11691.0,1,18.6,1197,81.83,5.0,8.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3369,2006,121000.0,2,16.4,1896,90.0,5.0,2.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3370,2010,118077.0,1,16.2,1493,110.0,5.0,3.85,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3371,2012,36300.0,3,17.1,1591,121.4,5.0,7.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3372,2005,90000.0,2,15.3,1341,61.0,5.0,1.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3373,2010,78000.0,1,20.0,1399,68.0,5.0,2.25,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3374,2015,42000.0,1,17.68,1968,174.33,5.0,24.25,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3375,2015,27000.0,1,16.47,1198,74.0,5.0,4.35,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3376,2012,22000.0,1,17.05,1995,184.0,5.0,11.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3377,2014,49000.0,1,17.4,1497,117.3,5.0,4.75,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3378,2012,42600.0,1,23.0,1396,90.0,5.0,4.99,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3379,2018,12794.0,1,19.0,1199,88.7,5.0,9.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3380,2014,88046.0,1,10.1,2354,152.0,5.0,13.99,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3381,2014,8000.0,2,20.0,2143,107.3,5.0,19.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3382,2018,82739.0,1,16.0,2179,140.0,7.0,16.77,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3383,2006,193000.0,3,13.6,2523,63.0,7.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3384,2013,7000.0,1,17.97,1498,99.6,5.0,3.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3385,2012,60000.0,2,12.35,2179,187.74,5.0,23.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3386,2017,38000.0,1,22.74,796,47.3,5.0,3.11,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3387,2013,56344.0,1,17.6,1496,88.73,5.0,4.57,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3388,2014,17858.0,1,17.0,1197,80.0,5.0,5.32,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3389,2012,53000.0,1,20.36,1197,78.9,5.0,3.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3390,2016,67906.0,1,25.2,1248,74.0,5.0,5.63,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3391,2015,19000.0,1,21.1,814,55.2,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3392,2010,67000.0,2,22.69,1995,190.0,5.0,9.25,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3393,2011,80000.0,1,23.57,1396,70.0,5.0,1.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3394,2015,61000.0,1,22.74,796,47.3,5.0,2.15,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3395,2010,39000.0,1,22.07,1199,73.9,5.0,3.05,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3396,2014,59000.0,1,14.28,1798,138.03,5.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3397,2008,80931.0,1,17.92,1086,62.1,5.0,2.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3398,2016,34000.0,1,20.4,1197,81.8,5.0,4.95,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3399,2013,130000.0,1,21.64,1461,84.8,5.0,4.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3400,2018,52380.0,1,24.3,1248,88.5,5.0,10.15,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3401,2011,44000.0,1,18.06,1198,75.0,5.0,2.65,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3402,2015,84000.0,1,20.0,1399,68.05,5.0,3.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3403,2017,41697.0,1,13.1,1997,141.1,5.0,16.68,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3404,2014,163000.0,1,19.01,1461,108.5,5.0,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3405,2011,42000.0,2,17.71,1197,78.9,5.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3406,2013,129000.0,3,21.27,1396,88.76,5.0,4.11,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3407,2015,32200.0,2,18.16,1196,86.8,5.0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3408,2004,129000.0,1,10.5,2835,107.2,6.0,3.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3409,2014,40000.0,1,17.11,1968,174.33,5.0,22.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3410,2006,150000.0,1,12.4,1998,132.0,8.0,4.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3411,2007,140000.0,1,15.26,1150,74.9,5.0,0.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3412,2006,63181.0,1,15.3,1341,83.0,5.0,1.85,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3413,2013,39575.0,1,25.8,1498,98.6,5.0,3.25,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3415,2014,70374.0,1,22.7,1498,89.84,5.0,7.34,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3416,2015,26256.0,1,20.14,1498,88.5,5.0,4.25,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3417,2016,13460.0,1,18.6,1197,81.86,5.0,6.45,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3418,2011,122000.0,2,12.8,2494,102.0,8.0,10.75,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3419,2015,58589.0,1,15.26,2143,203.2,5.0,27.75,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3420,2005,115000.0,2,17.3,1061,64.0,5.0,0.99,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3421,2016,75000.0,1,12.62,2198,158.0,7.0,24.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3422,2016,30292.0,1,18.6,1197,81.86,5.0,6.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3423,2017,32248.0,1,17.5,1199,88.7,5.0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3424,2013,74000.0,1,16.47,1198,73.9,5.0,4.65,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3425,2014,56100.0,1,13.7,1997,153.86,5.0,9.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3426,2014,61325.0,1,18.9,1197,81.86,5.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3427,2014,33000.0,1,19.1,1197,85.8,5.0,3.99,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3428,2016,18090.0,1,16.2,2993,258.0,5.0,45.73,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3429,2014,71390.0,1,22.7,1498,89.84,5.0,5.27,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3430,2014,41000.0,1,26.2,998,58.2,5.0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3431,2016,67000.0,1,26.0,1498,98.6,5.0,7.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3432,2008,99000.0,2,17.0,1405,70.0,5.0,1.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3433,2014,142000.0,2,19.01,1461,108.45,5.0,6.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3434,2010,26966.0,1,20.36,1197,78.9,5.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3435,2015,27628.0,1,18.7,1199,88.7,5.0,4.95,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3436,2016,82497.0,1,23.65,1248,88.5,5.0,8.99,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3437,2007,86000.0,3,11.9,2354,144.0,5.0,1.85,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3438,2016,26981.0,1,16.47,1198,73.9,5.0,6.16,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3439,2010,110471.0,1,21.1,1248,73.9,5.0,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3440,2014,69000.0,1,19.5,1199,88.76,5.0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3441,2017,12000.0,1,18.6,1197,81.83,5.0,7.75,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3442,2014,77500.0,1,20.45,1461,83.8,5.0,6.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3443,2014,48031.0,1,18.9,1197,82.0,5.0,4.98,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3444,2008,170000.0,3,16.07,1995,181.0,5.0,9.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3445,2014,69565.0,1,22.7,1498,89.84,5.0,5.55,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3446,2016,45492.0,1,21.5,1498,108.5,5.0,10.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3447,2011,85000.0,2,11.7,2354,177.6,5.0,7.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3448,2008,55902.0,1,14.49,1399,92.7,5.0,1.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3449,2017,18500.0,1,16.2,1199,74.0,5.0,6.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3450,2015,129750.0,2,14.95,2489,93.7,7.0,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3451,2009,50902.0,1,19.2,1197,80.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3452,2015,84725.0,1,15.1,2179,140.0,7.0,11.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3453,2013,40000.0,2,22.7,1582,126.24,5.0,6.95,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3454,2010,60000.0,3,14.3,1798,160.0,5.0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3455,2014,33496.0,1,18.9,1197,81.86,5.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3456,2015,25000.0,1,18.6,1197,81.83,5.0,5.65,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3457,2013,71000.0,1,18.2,1248,73.8,8.0,3.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3458,2015,20826.0,1,14.3,1598,103.6,5.0,7.72,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3459,2016,42244.0,1,19.67,1582,126.2,5.0,12.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3460,2013,98598.0,1,25.44,936,57.6,5.0,1.55,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3461,2011,62100.0,1,11.5,2982,171.0,7.0,10.75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3462,2016,44238.0,1,18.6,1197,81.83,5.0,6.72,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3463,2012,91743.0,1,12.07,2967,241.4,7.0,28.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3464,2013,19828.0,2,17.85,2967,300.0,4.0,75.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3465,2016,36891.0,1,17.8,1497,117.3,5.0,10.49,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3466,2012,90049.0,1,17.21,1493,100.0,7.0,3.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3467,2012,74002.0,1,16.55,1968,140.0,5.0,18.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3468,2013,41000.0,1,12.37,2359,198.25,5.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3469,2012,83678.0,1,22.32,1582,126.32,5.0,5.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3470,2010,91000.0,1,18.9,998,67.1,5.0,2.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3471,2016,50000.0,1,24.52,1248,88.5,7.0,8.7,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3472,2015,58000.0,1,24.4,1120,71.01,5.0,4.95,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3473,2012,80000.0,1,22.9,1248,74.0,5.0,4.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3474,2017,41290.0,2,16.0,2179,140.0,7.0,10.94,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3475,2013,65000.0,1,22.48,1995,190.0,5.0,21.26,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3476,2016,16471.0,2,14.28,1798,138.03,5.0,11.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3477,2015,54339.0,2,22.54,1396,88.73,5.0,6.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3478,2016,24025.0,1,18.15,1198,82.0,6.0,4.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3479,2013,24027.0,1,24.7,796,47.3,5.0,2.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3480,2010,59270.0,1,15.7,1172,67.0,5.0,2.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3481,2012,40000.0,1,18.9,998,67.1,5.0,2.35,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3482,2012,155566.0,2,9.5,2835,118.6,6.0,9.15,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3483,2013,42320.0,1,19.4,1198,86.8,5.0,2.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3484,2017,24153.0,2,22.54,1396,88.73,5.0,9.18,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3485,2016,27000.0,1,13.0,1591,121.3,5.0,11.45,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3486,2012,92000.0,2,26.83,796,38.4,5.0,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3487,2017,61795.0,1,17.8,1198,86.7,5.0,5.53,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3488,2016,13500.0,1,18.15,1198,82.0,6.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3489,2018,4500.0,1,18.0,1497,117.3,5.0,12.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3490,2017,23000.0,1,16.0,2179,140.0,7.0,15.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3492,2013,80578.0,2,14.84,2143,170.0,5.0,14.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3493,2017,42646.0,1,19.6,1461,108.45,5.0,12.46,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3494,2014,30000.0,2,16.47,1198,74.0,5.0,5.25,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3495,2009,98000.0,2,13.5,2987,282.0,5.0,25.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3496,2012,50000.0,1,12.9,2993,271.23,4.0,45.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3497,2015,63310.0,1,28.4,1248,74.0,5.0,5.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3498,2014,66000.0,1,25.8,1498,98.6,5.0,3.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3499,2011,74000.0,2,16.07,1995,181.0,5.0,12.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3500,2012,93000.0,1,23.5,1396,88.7,5.0,5.55,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3501,2015,70000.0,1,11.5,2982,169.0,7.0,19.48,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3502,2012,48772.0,1,18.6,1197,85.8,5.0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3503,2010,66000.0,1,18.6,1199,79.4,5.0,2.19,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3504,2017,27417.0,1,18.9,1197,82.0,5.0,6.89,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3505,2011,51593.0,2,15.6,1196,70.0,5.0,3.47,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3507,2010,75000.0,1,16.1,1298,88.2,5.0,2.85,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3508,2016,39237.0,1,17.11,1968,174.33,5.0,25.64,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3509,2018,11966.0,1,16.8,1497,116.3,5.0,10.28,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3510,2015,37000.0,1,18.2,1199,88.7,5.0,6.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3511,2014,70920.0,1,20.14,1498,88.8,5.0,4.75,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3512,2013,65280.0,1,19.87,1461,83.14,5.0,5.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3513,2016,62000.0,1,12.51,2179,187.7,7.0,44.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3514,2014,44525.0,1,18.5,1197,82.9,5.0,4.65,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3515,2009,86863.0,1,17.0,1497,118.0,5.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3516,2015,102626.0,1,16.0,2179,140.0,7.0,12.25,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3517,2017,45000.0,1,16.3,1956,170.0,5.0,20.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3518,2017,22000.0,1,16.0,2179,140.0,7.0,16.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3519,2011,108905.0,2,11.79,2179,120.0,8.0,6.21,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3520,2016,12800.0,1,19.44,1198,67.0,7.0,3.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3521,2016,32000.0,1,15.4,2179,120.0,7.0,9.75,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3522,2014,39000.0,1,15.5,1198,86.7,5.0,4.45,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3523,2017,42000.0,1,25.6,1498,98.6,5.0,12.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3524,2008,73000.0,1,14.4,1396,65.0,5.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3525,2018,48000.0,1,24.0,1186,73.97,5.0,5.95,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3526,2015,18000.0,1,33.44,796,40.3,4.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3527,2014,19000.0,1,17.43,1396,105.5,5.0,5.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3528,2019,33598.0,1,13.68,2393,147.8,7.0,22.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3529,2012,63000.0,1,17.05,1995,184.0,5.0,13.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3530,2015,48000.0,1,16.96,1968,138.03,5.0,13.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3531,2014,66000.0,1,20.0,1399,68.05,5.0,3.47,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3532,2013,80000.0,2,11.18,2696,184.0,7.0,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3533,2011,37000.0,1,15.04,1598,103.6,5.0,4.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3534,2016,35058.0,1,15.0,1598,103.52,5.0,6.54,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3535,2012,52000.0,1,16.47,1198,73.9,5.0,3.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3536,2015,61313.0,1,23.65,1248,88.5,5.0,7.99,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3537,2009,45000.0,2,14.53,1798,138.1,5.0,3.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3538,2015,74000.0,1,20.77,1248,88.8,7.0,8.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3539,2013,89000.0,1,19.2,1197,80.0,5.0,4.19,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3540,2019,13414.0,1,17.9,2143,136.0,5.0,30.77,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3541,2006,95000.0,2,16.9,1497,100.0,5.0,2.11,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3542,2018,15900.0,1,18.15,1198,82.0,6.0,6.25,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3543,2011,151000.0,1,11.5,2982,171.0,7.0,11.4,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3544,2011,65000.0,1,17.0,1497,118.0,5.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3545,2017,36824.0,1,18.53,1968,187.74,5.0,39.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0
